OrderNumber,Sales Channel,OrderDate,DeliveryDate,DeliveryTime,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Unit Price,Unit Cost,Revenue,Gross Margin
SO - 000625,Online,2018-08-01,2018-08-29,28,20,39,16,27,1,1882.7,1430.852,1882.7,451.84799999999996
SO - 000626,Wholesale,2018-08-01,2018-08-24,23,25,30,149,22,6,2532.6,1089.018,15195.599999999999,8661.491999999998
SO - 000627,Online,2018-08-01,2018-08-13,12,18,33,22,31,8,207.70000000000002,135.00500000000002,1661.6000000000001,581.56
SO - 000628,Online,2018-08-01,2018-08-30,29,20,41,115,10,6,241.20000000000002,180.9,1447.2,361.79999999999995
SO - 000629,In-Store,2018-08-01,2018-08-18,17,3,21,222,11,6,1152.4,507.05600000000004,6914.400000000001,3872.0640000000003
SO - 000630,Distributor,2018-08-02,2018-08-28,26,20,40,190,14,5,3879.3,2288.787,19396.5,7952.5650000000005
SO - 000631,Online,2018-08-02,2018-08-22,20,12,37,219,7,4,3865.9,3170.038,15463.6,2783.4480000000003
SO - 000632,Online,2018-08-02,2018-09-03,32,19,35,121,6,6,1835.8,1248.344,11014.8,3524.735999999999
SO - 000633,In-Store,2018-08-02,2018-08-29,27,8,37,334,23,5,234.5,180.565,1172.5,269.67499999999995
SO - 000634,In-Store,2018-08-02,2018-08-22,20,7,10,283,34,2,757.1,507.25700000000006,1514.2,499.6859999999999
SO - 000635,Wholesale,2018-08-02,2018-08-21,19,26,39,212,25,8,1005.0,703.5,8040.0,2412.0
SO - 000636,In-Store,2018-08-03,2018-08-20,17,10,4,159,11,2,6391.8,5113.4400000000005,12783.6,2556.7199999999993
SO - 000637,In-Store,2018-08-03,2018-08-18,15,3,13,269,31,8,2740.3,1123.523,21922.4,12934.216000000002
SO - 000638,Online,2018-08-03,2018-08-26,23,13,48,60,40,3,924.6,536.268,2773.8,1164.996
SO - 000639,In-Store,2018-08-03,2018-08-15,12,11,41,22,16,5,1031.8,505.582,5159.0,2631.09
SO - 000640,Distributor,2018-08-03,2018-08-27,24,25,11,90,21,1,1098.8,769.16,1098.8,329.64
SO - 000641,Wholesale,2018-08-03,2018-08-12,9,27,10,279,18,3,1132.3,713.3489999999999,3396.8999999999996,1256.853
SO - 000642,Distributor,2018-08-03,2018-08-14,11,25,12,350,45,3,2465.6,1602.64,7396.799999999999,2588.879999999999
SO - 000643,Online,2018-08-03,2018-08-14,11,17,47,127,26,6,1005.0,462.3,6030.0,3256.2
SO - 000644,In-Store,2018-08-04,2018-08-21,17,1,13,252,17,2,1246.2,1021.884,2492.4,448.63200000000006
SO - 000645,In-Store,2018-08-04,2018-09-02,29,11,13,291,5,6,1025.1000000000001,809.8290000000002,6150.6,1291.6259999999993
SO - 000646,In-Store,2018-08-04,2018-08-19,15,7,36,14,28,1,1902.8,1084.5959999999998,1902.8,818.2040000000002
SO - 000647,Distributor,2018-08-04,2018-09-05,32,21,34,292,19,2,3738.6,2056.23,7477.2,3364.74
SO - 000648,In-Store,2018-08-04,2018-08-21,17,11,39,178,46,6,1996.6000000000001,1237.892,11979.6,4552.248
SO - 000649,In-Store,2018-08-04,2018-08-13,9,10,38,76,9,3,2331.6,1818.648,6994.799999999999,1538.8559999999998
SO - 000650,In-Store,2018-08-04,2018-08-24,20,11,16,221,41,6,1078.7,701.1550000000001,6472.200000000001,2265.2700000000004
SO - 000651,In-Store,2018-08-04,2018-09-08,35,11,42,334,11,4,1788.9,1216.4520000000002,7155.6,2289.7919999999995
SO - 000652,In-Store,2018-08-04,2018-08-17,13,4,36,347,30,3,241.20000000000002,161.604,723.6,238.788
SO - 000653,In-Store,2018-08-04,2018-08-20,16,7,45,240,41,5,1159.1000000000001,533.186,5795.500000000001,3129.5700000000006
SO - 000654,Online,2018-08-04,2018-08-30,26,18,12,6,5,7,1051.9,515.431,7363.300000000001,3755.283000000001
SO - 000655,In-Store,2018-08-04,2018-08-30,26,4,18,243,46,3,5969.7,3343.032,17909.1,7880.003999999997
SO - 000656,Online,2018-08-04,2018-08-08,4,19,28,355,12,3,3919.5,2508.48,11758.5,4233.0599999999995
SO - 000657,Online,2018-08-04,2018-08-26,22,16,18,4,34,4,1118.9,492.31600000000003,4475.6,2506.3360000000002
SO - 000658,In-Store,2018-08-04,2018-08-22,18,2,11,350,30,5,1118.9,570.639,5594.5,2741.305
SO - 000659,In-Store,2018-08-04,2018-08-22,18,1,29,28,23,4,5427.0,3744.6299999999997,21708.0,6729.480000000001
SO - 000660,Distributor,2018-08-04,2018-08-13,9,24,32,108,36,2,3725.2000000000003,2570.388,7450.400000000001,2309.6240000000007
SO - 000661,Online,2018-08-04,2018-08-22,18,18,7,214,14,3,187.6,75.04,562.8,337.67999999999995
SO - 000662,In-Store,2018-08-04,2018-09-06,33,7,4,297,38,7,3999.9,3359.916,27999.3,4479.887999999999
SO - 000663,Online,2018-08-04,2018-08-21,17,17,32,15,20,1,971.5,592.615,971.5,378.885
SO - 000664,In-Store,2018-08-04,2018-08-20,16,6,42,21,37,5,1118.9,727.2850000000001,5594.5,1958.0749999999998
SO - 000665,Online,2018-08-05,2018-08-27,22,18,33,208,2,6,864.3000000000001,501.294,5185.8,2178.036
SO - 000666,In-Store,2018-08-05,2018-08-25,20,7,22,116,22,6,5782.1,4394.396000000001,34692.600000000006,8326.224000000002
SO - 000667,Distributor,2018-08-05,2018-09-05,31,25,10,152,9,5,904.5,461.295,4522.5,2216.025
SO - 000668,Online,2018-08-05,2018-08-23,18,18,25,188,29,8,247.9,158.656,1983.2,713.952
SO - 000669,Distributor,2018-08-05,2018-08-26,21,22,49,270,16,2,1708.5,1213.0349999999999,3417.0,990.9300000000003
SO - 000670,Distributor,2018-08-05,2018-08-28,23,24,39,166,16,6,1132.3,702.026,6793.799999999999,2581.6439999999993
SO - 000671,Wholesale,2018-08-05,2018-08-28,23,27,20,119,13,6,1775.5,1225.0949999999998,10653.0,3302.430000000001
SO - 000672,In-Store,2018-08-05,2018-08-21,16,1,25,28,20,8,1902.8,970.428,15222.4,7458.976
SO - 000673,In-Store,2018-08-06,2018-09-02,27,1,28,151,3,3,5963.0,2802.6099999999997,17889.0,9481.170000000002
SO - 000674,Wholesale,2018-08-06,2018-08-14,8,27,34,211,3,3,3886.0,2176.1600000000003,11658.0,5129.519999999999
SO - 000675,In-Store,2018-08-06,2018-08-19,13,11,2,281,33,6,1058.6000000000001,635.1600000000001,6351.6,2540.64
SO - 000676,Online,2018-08-06,2018-08-18,12,18,33,214,32,4,5815.6,4419.856000000001,23262.4,5582.975999999999
SO - 000677,Online,2018-08-06,2018-08-22,16,18,45,240,3,6,5353.3,4496.772,32119.800000000003,5139.168000000005
SO - 000678,In-Store,2018-08-06,2018-08-27,21,8,18,297,5,4,5567.7,4565.513999999999,22270.8,4008.7440000000024
SO - 000679,In-Store,2018-08-07,2018-08-27,20,10,6,153,37,3,2512.5,2135.625,7537.5,1130.625
SO - 000680,In-Store,2018-08-07,2018-08-17,10,4,22,293,42,3,1681.7,1227.641,5045.1,1362.1770000000001
SO - 000681,In-Store,2018-08-07,2018-08-28,21,7,39,265,4,7,194.3,136.01,1360.1000000000001,408.0300000000002
SO - 000682,In-Store,2018-08-07,2018-08-23,16,10,18,255,9,4,2405.3,1683.71,9621.2,2886.3600000000006
SO - 000683,Online,2018-08-07,2018-08-21,14,16,21,269,13,1,1038.5,706.1800000000001,1038.5,332.31999999999994
SO - 000684,In-Store,2018-08-07,2018-08-23,16,10,38,71,27,3,857.6,591.7439999999999,2572.8,797.5680000000004
SO - 000685,In-Store,2018-08-07,2018-09-03,27,7,22,284,1,8,1855.9,1354.807,14847.2,4008.7440000000006
SO - 000686,Online,2018-08-07,2018-08-24,17,20,36,26,38,2,5621.3,2585.7980000000002,11242.6,6071.004
SO - 000687,Distributor,2018-08-07,2018-09-06,30,23,26,92,20,8,1139.0,649.2299999999999,9112.0,3918.1600000000008
SO - 000688,In-Store,2018-08-08,2018-08-15,7,1,9,349,17,7,2264.6,1834.326,15852.199999999999,3011.9179999999997
SO - 000689,In-Store,2018-08-08,2018-08-17,9,4,14,301,8,4,884.4,566.016,3537.6,1273.536
SO - 000690,In-Store,2018-08-08,2018-08-31,23,8,5,81,4,5,683.4,382.704,3417.0,1503.48
SO - 000691,Online,2018-08-08,2018-09-07,30,15,49,68,32,1,1025.1000000000001,481.797,1025.1000000000001,543.3030000000001
SO - 000692,Wholesale,2018-08-08,2018-08-21,13,28,15,87,27,7,3731.9,2276.459,26123.3,10188.087
SO - 000693,Online,2018-08-08,2018-08-18,10,12,31,340,44,2,5567.7,3229.2659999999996,11135.4,4676.868
SO - 000694,In-Store,2018-08-08,2018-09-02,25,5,16,95,41,6,991.6,525.548,5949.6,2796.3120000000004
SO - 000695,Online,2018-08-08,2018-08-27,19,18,43,94,15,8,3852.5,3043.4750000000004,30820.0,6472.199999999997
SO - 000696,In-Store,2018-08-08,2018-09-02,25,9,16,263,39,1,3906.1,1835.867,3906.1,2070.233
SO - 000697,Online,2018-08-08,2018-08-17,9,16,40,245,34,1,5118.8,2354.648,5118.8,2764.152
SO - 000698,Online,2018-08-08,2018-09-04,27,18,9,284,2,7,6117.1,4404.312,42819.700000000004,11989.516000000003
SO - 000699,Distributor,2018-08-08,2018-08-28,20,25,16,279,28,6,1025.1000000000001,850.8330000000001,6150.6,1045.6019999999999
SO - 000700,In-Store,2018-08-08,2018-08-15,7,2,4,114,4,7,944.7,462.903,6612.900000000001,3372.5790000000006
SO - 000701,In-Store,2018-08-09,2018-08-19,10,7,25,303,2,3,1025.1000000000001,656.0640000000001,3075.3,1107.108
SO - 000702,In-Store,2018-08-09,2018-08-21,12,5,23,264,2,8,3859.2000000000003,2045.3760000000002,30873.600000000002,14510.592
SO - 000703,Wholesale,2018-08-09,2018-08-25,16,27,30,329,40,4,194.3,91.321,777.2,411.91600000000005
SO - 000704,In-Store,2018-08-09,2018-09-08,30,1,2,82,35,4,6184.1,4638.075000000001,24736.4,6184.0999999999985
SO - 000705,Distributor,2018-08-09,2018-08-25,16,24,16,131,46,3,1728.6000000000001,916.1580000000001,5185.8,2437.326
SO - 000706,In-Store,2018-08-09,2018-09-07,29,1,7,204,37,6,931.3000000000001,772.979,5587.8,949.9260000000004
SO - 000707,In-Store,2018-08-09,2018-08-30,21,12,17,131,8,6,3886.0,2797.92,23316.0,6528.48
SO - 000708,Distributor,2018-08-09,2018-08-27,18,23,39,75,8,3,234.5,96.145,703.5,415.065
SO - 000709,In-Store,2018-08-09,2018-09-06,28,11,32,213,33,3,3979.8,1989.9,11939.400000000001,5969.700000000001
SO - 000710,Wholesale,2018-08-10,2018-09-01,22,28,49,232,35,1,3356.7000000000003,1846.1850000000004,3356.7000000000003,1510.5149999999999
SO - 000711,In-Store,2018-08-10,2018-08-22,12,8,42,52,4,6,2519.2000000000003,1309.9840000000002,15115.2,7255.296
SO - 000712,In-Store,2018-08-10,2018-09-02,23,7,28,23,19,3,837.5,460.62500000000006,2512.5,1130.6249999999998
SO - 000713,In-Store,2018-08-10,2018-09-11,32,7,31,233,24,2,3926.2000000000003,2552.03,7852.400000000001,2748.34
SO - 000714,In-Store,2018-08-10,2018-09-09,30,5,10,308,9,5,6231.0,4797.87,31155.0,7165.6500000000015
SO - 000715,Online,2018-08-10,2018-08-27,17,12,46,236,25,4,3932.9,2871.017,15731.6,4247.532000000001
SO - 000716,Distributor,2018-08-10,2018-09-10,31,23,16,156,1,4,3966.4,2816.144,15865.6,4601.024000000001
SO - 000717,Distributor,2018-08-10,2018-08-18,8,22,31,69,39,1,2291.4,1581.066,2291.4,710.3340000000001
SO - 000718,In-Store,2018-08-10,2018-08-25,15,11,30,182,37,5,3678.3,2059.8480000000004,18391.5,8092.259999999998
SO - 000719,Distributor,2018-08-11,2018-09-13,33,25,39,358,13,7,3999.9,3039.924,27999.3,6719.8319999999985
SO - 000720,Online,2018-08-11,2018-09-01,21,16,36,283,23,8,991.6,575.1279999999999,7932.8,3331.7760000000007
SO - 000721,Online,2018-08-11,2018-08-25,14,14,35,140,34,6,5447.1,4248.738,32682.600000000002,7190.172000000002
SO - 000722,Online,2018-08-11,2018-09-07,27,13,39,178,24,3,2452.2000000000003,1054.4460000000001,7356.6,4193.262
SO - 000723,In-Store,2018-08-11,2018-09-07,27,10,13,201,11,4,998.3000000000001,469.201,3993.2000000000003,2116.396
SO - 000724,In-Store,2018-08-11,2018-09-01,21,8,28,248,23,4,1313.2,577.808,5252.8,2941.568
SO - 000725,In-Store,2018-08-11,2018-09-04,24,1,26,15,20,1,2512.5,1658.25,2512.5,854.25
SO - 000726,Wholesale,2018-08-12,2018-09-12,31,28,29,238,30,6,5346.6,3528.7560000000003,32079.600000000002,10907.064000000002
SO - 000727,In-Store,2018-08-12,2018-09-03,22,11,15,331,18,2,3618.0,2496.4199999999996,7236.0,2243.1600000000008
SO - 000728,Online,2018-08-12,2018-08-29,17,17,21,125,30,7,1876.0,1500.8000000000002,13132.0,2626.399999999998
SO - 000729,In-Store,2018-08-12,2018-08-30,18,5,18,44,15,1,254.6,201.13400000000001,254.6,53.46599999999998
SO - 000730,In-Store,2018-08-12,2018-08-23,11,10,49,157,5,3,3825.7000000000003,1530.2800000000002,11477.1,6886.26
SO - 000731,In-Store,2018-08-12,2018-09-14,33,5,26,284,35,6,2251.2000000000003,1620.864,13507.2,3782.0159999999996
SO - 000732,Distributor,2018-08-12,2018-09-07,26,23,30,132,25,8,4013.3,3090.241,32106.4,7384.472000000002
SO - 000733,Wholesale,2018-08-12,2018-09-12,31,28,24,152,2,1,1072.0,836.1600000000001,1072.0,235.83999999999992
SO - 000734,Distributor,2018-08-13,2018-09-02,20,23,2,275,4,3,2458.9,2090.065,7376.700000000001,1106.505000000001
SO - 000735,In-Store,2018-08-13,2018-09-13,31,7,19,161,28,8,1809.0,1013.0400000000001,14472.0,6367.679999999999
SO - 000736,Online,2018-08-13,2018-09-08,26,14,7,265,38,7,1728.6000000000001,1158.1620000000003,12100.2,3993.065999999999
SO - 000737,Online,2018-08-13,2018-09-04,22,13,33,186,41,6,3718.5,2677.3199999999997,22311.0,6247.080000000002
SO - 000738,In-Store,2018-08-13,2018-09-13,31,1,8,64,38,3,180.9,150.147,542.7,92.25900000000007
SO - 000739,Wholesale,2018-08-13,2018-08-19,6,26,10,103,3,1,3939.6,3269.868,3939.6,669.732
SO - 000740,Distributor,2018-08-13,2018-08-23,10,21,19,33,35,6,1869.3,1196.352,11215.8,4037.6879999999983
SO - 000741,In-Store,2018-08-13,2018-09-09,27,6,5,360,17,5,864.3000000000001,691.44,4321.5,864.2999999999997
SO - 000742,Distributor,2018-08-13,2018-09-13,31,21,31,105,32,3,1098.8,835.088,3296.3999999999996,791.1359999999995
SO - 000743,In-Store,2018-08-13,2018-08-25,12,8,36,227,37,4,3845.8,2730.518,15383.2,4461.128000000001
SO - 000744,In-Store,2018-08-13,2018-09-13,31,11,22,113,41,3,5246.1,3882.114,15738.300000000001,4091.9580000000005
SO - 000745,Online,2018-08-13,2018-09-09,27,13,22,313,11,8,763.8000000000001,404.8140000000001,6110.400000000001,2871.888
SO - 000746,Distributor,2018-08-14,2018-09-07,24,22,17,118,24,1,3819.0,2673.2999999999997,3819.0,1145.7000000000003
SO - 000747,In-Store,2018-08-14,2018-09-02,19,7,36,292,4,2,2425.4,2013.0819999999999,4850.8,824.6360000000004
SO - 000748,Online,2018-08-14,2018-09-03,20,18,11,65,44,6,1319.9,884.3330000000001,7919.400000000001,2613.402
SO - 000749,In-Store,2018-08-14,2018-09-11,28,11,3,111,27,6,1125.6000000000001,529.032,6753.6,3579.4080000000004
SO - 000750,In-Store,2018-08-14,2018-09-09,26,3,45,27,10,3,6318.1,2590.421,18954.300000000003,11183.037000000004
SO - 000751,In-Store,2018-08-14,2018-09-08,25,2,3,182,2,8,3242.8,1459.2600000000002,25942.4,14268.32
SO - 000752,Wholesale,2018-08-14,2018-09-08,25,26,23,167,5,4,1936.3,1142.417,7745.2,3175.532
SO - 000753,Online,2018-08-14,2018-09-12,29,17,37,220,7,4,3946.3,3038.6510000000003,15785.2,3630.5959999999995
SO - 000754,Online,2018-08-14,2018-09-01,18,14,38,12,26,6,1078.7,442.267,6472.200000000001,3818.598000000001
SO - 000755,Distributor,2018-08-15,2018-08-24,9,24,42,117,8,3,5587.8,3967.3379999999997,16763.4,4861.386000000002
SO - 000756,Distributor,2018-08-15,2018-09-16,32,25,11,50,21,1,3108.8,1896.3680000000002,3108.8,1212.432
SO - 000757,Wholesale,2018-08-15,2018-09-05,21,27,24,120,2,1,871.0,661.96,871.0,209.03999999999996
SO - 000758,In-Store,2018-08-15,2018-09-04,20,2,44,279,12,7,1815.7,1543.345,12709.9,1906.4849999999988
SO - 000759,Online,2018-08-15,2018-09-09,25,16,42,231,6,7,984.9,541.695,6894.3,3102.435
SO - 000760,Distributor,2018-08-15,2018-09-18,34,22,21,354,30,3,3926.2000000000003,1727.528,11778.6,6596.0160000000005
SO - 000761,Online,2018-08-16,2018-09-14,29,13,24,304,29,1,234.5,126.63000000000001,234.5,107.86999999999999
SO - 000762,In-Store,2018-08-16,2018-09-17,32,8,18,204,16,8,2552.7000000000003,1429.5120000000004,20421.600000000002,8985.503999999999
SO - 000763,In-Store,2018-08-16,2018-08-30,14,2,13,223,32,4,857.6,591.7439999999999,3430.4,1063.4240000000004
SO - 000764,In-Store,2018-08-16,2018-09-07,22,1,41,70,40,3,1065.3,553.956,3195.8999999999996,1534.0319999999997
SO - 000765,Online,2018-08-16,2018-09-20,35,17,28,332,29,4,1976.5,1581.2,7906.0,1581.1999999999998
SO - 000766,In-Store,2018-08-16,2018-09-18,33,6,27,117,31,2,3839.1,2725.761,7678.2,2226.678
SO - 000767,Online,2018-08-16,2018-09-11,26,16,32,221,2,3,3899.4,2807.5679999999998,11698.2,3275.496000000001
SO - 000768,In-Store,2018-08-16,2018-09-08,23,4,5,220,2,6,180.9,85.023,1085.4,575.2620000000002
SO - 000769,Wholesale,2018-08-16,2018-09-11,26,25,36,282,25,6,1226.1000000000001,588.528,7356.6,3825.4320000000002
SO - 000770,Distributor,2018-08-16,2018-09-05,20,24,13,263,37,8,783.9,313.56,6271.2,3762.72
SO - 000771,In-Store,2018-08-17,2018-09-12,26,7,3,253,16,7,978.2,489.1,6847.400000000001,3423.7000000000003
SO - 000772,Online,2018-08-17,2018-09-13,27,16,14,280,15,6,3169.1,1616.241,19014.6,9317.153999999999
SO - 000773,Online,2018-08-17,2018-09-19,33,18,49,95,13,2,3055.2000000000003,1497.048,6110.400000000001,3116.3040000000005
SO - 000774,Wholesale,2018-08-17,2018-09-20,34,28,17,202,1,4,2606.3,1563.78,10425.2,4170.080000000001
SO - 000775,In-Store,2018-08-17,2018-09-12,26,4,33,187,21,7,1045.2,794.3520000000001,7316.400000000001,1755.9359999999997
SO - 000776,In-Store,2018-08-17,2018-09-03,17,6,19,208,35,8,1909.5,1069.3200000000002,15276.0,6721.439999999999
SO - 000777,Distributor,2018-08-17,2018-09-24,38,23,19,104,3,3,984.9,689.43,2954.7,886.4099999999999
SO - 000778,In-Store,2018-08-17,2018-09-12,26,1,17,153,38,6,1165.8,944.298,6994.799999999999,1329.0119999999988
SO - 000779,In-Store,2018-08-17,2018-09-01,15,8,11,129,43,7,1748.7,944.2980000000001,12240.9,5630.8139999999985
SO - 000780,In-Store,2018-08-17,2018-08-25,8,1,11,357,8,3,3819.0,2024.0700000000002,11457.0,5384.789999999999
SO - 000781,Online,2018-08-17,2018-08-28,11,17,22,191,26,1,1145.7,744.705,1145.7,400.995
SO - 000782,In-Store,2018-08-17,2018-08-29,12,8,31,214,10,5,3644.8,1968.1920000000002,18224.0,8383.039999999999
SO - 000783,In-Store,2018-08-17,2018-09-09,23,6,13,171,13,5,3865.9,3092.7200000000003,19329.5,3865.899999999998
SO - 000784,Distributor,2018-08-17,2018-09-21,35,21,35,12,26,6,194.3,110.75099999999999,1165.8000000000002,501.2940000000002
SO - 000785,Online,2018-08-18,2018-09-07,20,16,30,139,11,2,3363.4,1681.7,6726.8,3363.4
SO - 000786,In-Store,2018-08-18,2018-09-05,18,9,31,51,40,5,3008.3,2406.6400000000003,15041.5,3008.2999999999993
SO - 000787,In-Store,2018-08-18,2018-09-11,24,8,4,241,27,1,3055.2000000000003,2230.2960000000003,3055.2000000000003,824.904
SO - 000788,Wholesale,2018-08-18,2018-09-02,15,26,3,57,17,8,1031.8,629.3979999999999,8254.4,3219.2160000000003
SO - 000789,Distributor,2018-08-18,2018-09-08,21,21,8,73,3,7,3939.6,2127.384,27577.2,12685.512
SO - 000790,Distributor,2018-08-18,2018-09-09,22,23,13,138,41,4,3886.0,2720.2,15544.0,4663.200000000001
SO - 000791,In-Store,2018-08-18,2018-09-07,20,1,20,36,4,2,3108.8,1896.3680000000002,6217.6,2424.864
SO - 000792,Online,2018-08-18,2018-09-21,34,12,30,226,11,1,1011.7,505.85,1011.7,505.85
SO - 000793,Online,2018-08-18,2018-09-23,36,12,15,258,19,5,2552.7000000000003,1327.4040000000002,12763.500000000002,6126.4800000000005
SO - 000794,In-Store,2018-08-18,2018-09-17,30,10,42,162,17,5,1675.0,954.7499999999999,8375.0,3601.250000000001
SO - 000795,Distributor,2018-08-19,2018-09-10,22,24,45,155,20,5,1139.0,831.47,5695.0,1537.6499999999996
SO - 000796,Wholesale,2018-08-19,2018-08-31,12,25,27,124,46,7,6338.2,3802.9199999999996,44367.4,17746.960000000003
SO - 000797,Online,2018-08-19,2018-09-07,19,16,20,258,2,3,2231.1,1874.1239999999998,6693.299999999999,1070.9279999999999
SO - 000798,Distributor,2018-08-19,2018-09-08,20,21,1,79,42,6,2311.5,1525.5900000000001,13869.0,4715.459999999999
SO - 000799,Online,2018-08-19,2018-09-12,24,19,13,17,33,7,3832.4,2835.976,26826.8,6974.967999999997
SO - 000800,Online,2018-08-19,2018-09-12,24,16,9,326,39,6,1005.0,793.95,6030.0,1266.2999999999993
SO - 000801,In-Store,2018-08-19,2018-08-31,12,5,33,16,34,8,1065.3,671.139,8522.4,3153.2879999999996
SO - 000802,In-Store,2018-08-19,2018-09-15,27,11,50,169,16,3,1889.4,1454.8380000000002,5668.200000000001,1303.6859999999997
SO - 000803,Online,2018-08-20,2018-09-22,33,17,16,272,4,4,167.5,108.875,670.0,234.5
SO - 000804,In-Store,2018-08-20,2018-09-10,21,11,13,278,37,3,6030.0,2472.2999999999997,18090.0,10673.1
SO - 000805,In-Store,2018-08-20,2018-09-26,37,5,44,302,35,2,837.5,527.625,1675.0,619.75
SO - 000806,In-Store,2018-08-20,2018-09-12,23,3,7,77,45,6,1782.2,1051.498,10693.2,4384.212
SO - 000807,Online,2018-08-20,2018-09-16,27,17,29,173,29,8,998.3000000000001,439.252,7986.400000000001,4472.384
SO - 000808,In-Store,2018-08-20,2018-09-12,23,11,31,319,19,4,3999.9,2679.9330000000004,15999.6,5279.867999999999
SO - 000809,Online,2018-08-21,2018-09-13,23,12,31,305,35,8,1896.1000000000001,1118.699,15168.800000000001,6219.2080000000005
SO - 000810,Distributor,2018-08-21,2018-09-25,35,24,35,151,35,2,1038.5,477.71000000000004,2077.0,1121.58
SO - 000811,Distributor,2018-08-21,2018-08-31,10,24,43,170,4,2,3839.1,3071.28,7678.2,1535.6399999999994
SO - 000812,In-Store,2018-08-21,2018-09-21,31,4,5,129,31,1,743.7,535.464,743.7,208.236
SO - 000813,Wholesale,2018-08-21,2018-09-19,29,26,20,92,47,6,2445.5,1100.4750000000001,14673.0,8070.15
SO - 000814,In-Store,2018-08-21,2018-09-08,18,8,42,297,46,7,2613.0,1463.2800000000002,18291.0,8048.039999999999
SO - 000815,In-Store,2018-08-21,2018-08-31,10,1,14,200,24,8,187.6,127.56800000000001,1500.8,480.25599999999986
SO - 000816,Online,2018-08-21,2018-09-17,27,20,34,198,14,2,5494.0,3845.7999999999997,10988.0,3296.4000000000005
SO - 000817,In-Store,2018-08-21,2018-09-21,31,11,20,230,36,2,5782.1,4625.68,11564.2,2312.84
SO - 000818,Distributor,2018-08-21,2018-08-29,8,23,42,33,4,5,3872.6,2052.478,19363.0,9100.61
SO - 000819,Wholesale,2018-08-22,2018-09-14,23,26,22,261,20,5,6445.400000000001,3544.9700000000007,32227.000000000004,14502.150000000001
SO - 000820,Online,2018-08-22,2018-09-25,34,17,42,95,6,7,227.8,93.398,1594.6000000000001,940.8140000000002
SO - 000821,Wholesale,2018-08-22,2018-09-01,10,26,11,22,38,5,247.9,151.219,1239.5,483.405
SO - 000822,Online,2018-08-22,2018-09-03,12,18,37,102,31,8,1031.8,763.5319999999999,8254.4,2146.1440000000002
SO - 000823,Online,2018-08-22,2018-08-30,8,14,45,353,38,3,2237.8,1499.3260000000002,6713.400000000001,2215.4219999999996
SO - 000824,In-Store,2018-08-22,2018-09-15,24,8,11,121,38,5,1179.2,825.4399999999999,5896.0,1768.8000000000002
SO - 000825,In-Store,2018-08-22,2018-09-07,16,5,50,238,21,7,2378.5,1546.025,16649.5,5827.324999999999
SO - 000826,Online,2018-08-22,2018-09-15,24,12,49,134,41,1,1025.1000000000001,768.825,1025.1000000000001,256.2750000000001
SO - 000827,Distributor,2018-08-22,2018-09-03,12,21,44,136,2,6,1802.3,720.9200000000001,10813.8,6488.279999999999
SO - 000828,Online,2018-08-22,2018-09-05,14,15,27,120,39,6,1916.2,1015.5860000000001,11497.2,5403.684
SO - 000829,In-Store,2018-08-23,2018-09-17,25,12,33,79,29,6,3021.7000000000003,1661.9350000000002,18130.2,8158.59
SO - 000830,Distributor,2018-08-23,2018-09-28,36,23,23,78,46,3,2251.2000000000003,1710.9120000000003,6753.6,1620.8639999999996
SO - 000831,In-Store,2018-08-23,2018-09-08,16,12,8,156,6,4,2619.7000000000003,1074.077,10478.800000000001,6182.492000000001
SO - 000832,Online,2018-08-23,2018-08-30,7,13,33,227,29,2,2010.0,884.4,4020.0,2251.2
SO - 000833,In-Store,2018-08-23,2018-08-30,7,8,31,89,13,6,1145.7,687.42,6874.200000000001,2749.680000000001
SO - 000834,Online,2018-08-23,2018-09-21,29,16,43,252,7,3,3618.0,1447.2,10854.0,6512.4
SO - 000835,In-Store,2018-08-23,2018-09-14,22,9,19,217,15,5,3551.0,2982.8399999999997,17755.0,2840.800000000001
SO - 000836,Online,2018-08-23,2018-09-03,11,13,3,222,3,5,944.7,736.8660000000001,4723.5,1039.1699999999996
SO - 000837,In-Store,2018-08-23,2018-09-09,17,11,26,29,2,4,174.20000000000002,74.906,696.8000000000001,397.17600000000004
SO - 000838,Online,2018-08-23,2018-09-25,33,13,3,17,30,4,1809.0,1465.2900000000002,7236.0,1374.8399999999992
SO - 000839,Online,2018-08-24,2018-09-03,10,14,19,57,36,8,3993.2000000000003,1876.804,31945.600000000002,16931.168
SO - 000840,Online,2018-08-24,2018-09-29,36,16,23,91,12,6,1005.0,793.95,6030.0,1266.2999999999993
SO - 000841,In-Store,2018-08-24,2018-09-03,10,8,15,147,4,8,3819.0,2176.83,30552.0,13137.36
SO - 000842,In-Store,2018-08-24,2018-09-16,23,5,49,215,46,2,2251.2000000000003,968.0160000000001,4502.400000000001,2566.3680000000004
SO - 000843,In-Store,2018-08-24,2018-09-04,11,6,1,106,30,8,964.8000000000001,665.712,7718.400000000001,2392.7040000000006
SO - 000844,In-Store,2018-08-24,2018-09-05,12,3,33,307,15,2,1018.4,733.2479999999999,2036.8,570.3040000000001
SO - 000845,Wholesale,2018-08-25,2018-09-13,19,27,31,330,12,7,261.3,117.58500000000001,1829.1000000000001,1006.0050000000001
SO - 000846,Online,2018-08-25,2018-09-16,22,15,27,194,31,1,2887.7000000000003,1530.4810000000002,2887.7000000000003,1357.219
